"KEY_CODE","CITYNAME","NAME","êlå˚ëçêî20","ê¢ë—êî20","êlå˚2020_20_79çŒ","êlå˚ëçêî15","êlå˚ëçêî10","êlå˚ëùå∏20_15","êlå˚ëùå∏15_10","êlå˚ëùå∏ó¶20_15","êlå˚ëùå∏ó¶15_10","çÇóÓâªó¶20","çÇóÓâªó¶15","çÇóÓâªó¶10","çÇóÓâªó¶20_15","çÇóÓâªó¶15_10","îNè≠î‰ó¶20","îNè≠î‰ó¶15","ê∂éYîNóÓêlå˚î‰ó¶20","ê∂éYîNóÓêlå˚î‰ó¶15","é∏ã∆ó¶20","é∏ã∆ó¶15","éùÇøâ∆î‰ó¶20","éùÇøâ∆î‰ó¶15","ó¨ì¸êlå˚î‰ó¶20","î_ó—ã∆î‰ó¶20","î_ó—ã∆î‰ó¶15","ëÊàÍéüéYã∆î‰ó¶20","ëÊìÒéüéYã∆î‰ó¶20","ëÊéOéüéYã∆î‰ó¶20","íj20_0_4","íj20_5_9","íj20_10_14","íj20_15_19","íj20_20_24","íj20_25_29","íj20_30_34","íj20_35_39","íj20_40_44","íj20_45_49","íj20_50_54","íj20_55_59","íj20_60_64","íj20_65_69","íj20_70_74","íj20_75_79","íj20_80_84","íj20_85_89","íj20_90_94","íj20_95_99","íj20_over100","èó20_0_4","èó20_5_9","èó20_10_14","èó20_15_19","èó20_20_24","èó20_25_29","èó20_30_34","èó20_35_39","èó20_40_44","èó20_45_49","èó20_50_54","èó20_55_59","èó20_60_64","èó20_65_69","èó20_70_74","èó20_75_79","èó20_80_84","èó20_85_89","èó20_90_94","èó20_95_99","èó20_over100","êlå˚_ëçêî_åªèZèä","êlå˚_ëçêî_à⁄ìÆÇ†ÇË.5îNëOÇÃèÌèZésãÊí¨ë∫.ïsè⁄.ÇèúÇ≠.","êlå˚_ëçêî_çëì‡Ç©ÇÁ","êlå˚_ëçêî_é©ésí¨ë∫ì‡Ç©ÇÁ","êlå˚_ëçêî_åßì‡ëºésí¨ë∫Ç©ÇÁ","êlå˚_ëçêî_ëºåßÇ©ÇÁ","êlå˚_ëçêî_çëäOÇ©ÇÁ","êlå˚_ëçêî_èoê∂éûÇ©ÇÁ","êlå˚_ëçêî_1îNñ¢ñû","êlå˚_ëçêî_1îNà»è„5îNñ¢ñû","êlå˚_ëçêî_5îNà»è„10îNñ¢ñû","êlå˚_ëçêî_10îNà»è„20îNñ¢ñû","êlå˚_ëçêî_20îNà»è„"
282210110,"é¬éRés","ìÒäKí¨",110,47,74,120,137,-10,-17,-0.0833333333333333,-0.124087591240876,0.481818181818182,0.475,0.408759124087591,0.00681818181818183,0.0662408759124087,0.0727272727272727,0.0666666666666667,0.445454545454545,0.458333333333333,0.0547945205479452,0.0266666666666667,0.872340425531915,0.854166666666667,0.0545454545454545,0,0,0,0.159420289855072,0.797101449275362,3,1,2,1,0,2,0,3,5,1,3,3,5,2,6,3,8,3,2,0,0,0,2,0,2,1,2,1,1,4,1,4,8,2,6,5,6,6,5,1,0,0,104,6,6,1,2,3,0,33,3,4,10,7,53
282210120,"é¬éRés","ìÒäKí¨",60,22,38,81,79,-21,2,-0.259259259259259,0.0253164556962025,0.4,0.419753086419753,0.443037974683544,-0.019753086419753,-0.0232848882637912,0.0666666666666667,0.111111111111111,0.533333333333333,0.469135802469136,0,0,0.863636363636364,0.827586206896552,0.0740740740740741,0.0303030303030303,0,0.0303030303030303,0.0606060606060606,0.909090909090909,0,1,2,2,1,2,0,1,0,2,1,2,6,1,2,0,2,2,3,0,0,0,0,1,1,1,1,1,2,2,1,3,1,2,0,2,4,5,3,0,0,0,50,4,4,0,3,1,0,18,1,3,4,4,20
282210130,"é¬éRés","ãõâÆí¨",76,31,53,83,82,-7,1,-0.0843373493975904,0.0121951219512195,0.342105263157895,0.329268292682927,0.304878048780488,0.0128369704749679,0.024390243902439,0.210526315789474,0.182926829268293,0.447368421052632,0.48780487804878,0.0227272727272727,0,0.903225806451613,0.933333333333333,0.106666666666667,0,0,0,0.186046511627907,0.790697674418605,3,3,5,0,2,1,0,2,3,5,2,3,1,2,3,4,1,1,0,0,0,3,1,1,2,0,1,0,3,3,2,2,1,1,3,5,4,0,1,1,1,0,67,8,7,3,2,2,1,13,1,10,15,11,25
282210140,"é¬éRés","êºí¨",36,16,28,37,38,-1,-1,-0.027027027027027,-0.0263157894736842,0.361111111111111,0.459459459459459,0.368421052631579,-0.0983483483483484,0.0910384068278806,0,0.0540540540540541,0.638888888888889,0.486486486486487,0.0555555555555556,0.166666666666667,0.9375,0.933333333333333,0.205882352941176,0.0588235294117647,0.0666666666666667,0.0588235294117647,0.176470588235294,0.764705882352941,0,0,0,1,0,0,1,0,0,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,2,1,2,0,0,1,3,1,3,2,0,3,1,2,2,0,0,0,27,7,7,2,1,4,0,5,2,5,4,3,15
282210150,"é¬éRés","êºí¨",74,37,51,75,86,-1,-11,-0.0133333333333333,-0.127906976744186,0.416666666666667,0.453333333333333,0.465116279069767,-0.0366666666666666,-0.0117829457364341,0.125,0.12,0.458333333333333,0.426666666666667,0.0333333333333333,0,0.857142857142857,0.911764705882353,0.112903225806452,0,0,0,0.103448275862069,0.724137931034483,2,4,0,2,2,2,0,2,2,3,1,4,1,2,5,1,0,1,0,0,0,0,2,1,0,0,3,1,1,2,1,1,2,3,4,5,3,3,2,4,0,0,55,7,7,3,2,2,0,13,1,10,7,5,30
282210160,"é¬éRés","ñkêVí¨",182,82,108,189,171,-7,18,-0.037037037037037,0.105263157894737,0.416666666666667,0.386243386243386,0.362573099415205,0.0304232804232805,0.0236702868281816,0.166666666666667,0.169312169312169,0.416666666666667,0.444444444444444,0.0142857142857143,0.0128205128205128,0.817073170731707,0.764705882352941,0.0977011494252874,0.0144927536231884,0.012987012987013,0.0144927536231884,0.130434782608696,0.840579710144927,5,5,5,2,0,3,2,2,7,6,3,4,4,5,9,4,4,4,1,0,0,3,5,7,5,5,1,2,2,7,10,2,3,5,11,4,7,12,8,4,2,0,157,17,17,3,4,10,0,31,3,15,19,41,65
282210170,"é¬éRés","êºêVí¨",360,198,265,318,335,42,-17,0.132075471698113,-0.0507462686567164,0.30835734870317,0.311320754716981,0.286144578313253,-0.00296340601381107,0.0251761764037281,0.0893371757925072,0.0974842767295598,0.602305475504323,0.591194968553459,0.0421052631578947,0.0301204819277108,0.372448979591837,0.493589743589744,0.336448598130841,0.021978021978022,0,0.021978021978022,0.351648351648352,0.620879120879121,5,6,5,5,8,7,13,10,10,12,15,10,10,18,11,11,3,3,3,0,0,9,1,5,7,17,18,10,11,7,9,11,7,12,8,12,8,10,10,7,3,0,213,108,87,41,31,15,21,31,34,79,25,50,102
282210180,"é¬éRés","ñÓë„",90,35,71,98,116,-8,-18,-0.0816326530612245,-0.155172413793103,0.488888888888889,0.377551020408163,0.275862068965517,0.111337868480726,0.101688951442646,0.0222222222222222,0.0510204081632653,0.488888888888889,0.571428571428571,0.0333333333333333,0,0.971428571428571,0.96969696969697,0.0697674418604651,0.189655172413793,0.258064516129032,0.189655172413793,0.275862068965517,0.379310344827586,0,0,0,1,1,1,0,3,1,4,1,4,4,4,7,4,1,3,1,0,0,1,0,1,3,1,3,1,0,0,2,5,5,4,5,9,2,4,2,2,0,0,80,6,6,0,3,3,0,30,1,5,4,5,41
282210190,"é¬éRés","åFíJ",89,38,69,102,116,-13,-14,-0.127450980392157,-0.120689655172414,0.48314606741573,0.38,0.25,0.10314606741573,0.13,0.0561797752808989,0.08,0.460674157303371,0.54,0.0204081632653061,0.0158730158730159,0.756756756756757,0.810810810810811,0.0705882352941176,0.229166666666667,0.17741935483871,0.229166666666667,0.125,0.645833333333333,0,1,2,1,1,1,0,1,5,4,2,2,3,5,9,2,0,2,0,0,0,2,0,0,4,1,2,2,1,2,2,2,4,1,9,5,3,4,2,1,1,0,79,6,6,4,2,0,0,20,2,4,5,9,45
282210200,"é¬éRés","çïâ™",772,306,494,826,782,-54,44,-0.0653753026634383,0.0562659846547315,0.36241610738255,0.296476306196841,0.287179487179487,0.0659398011857095,0.00929681901735369,0.120805369127517,0.134872417982989,0.516778523489933,0.56865127582017,0.037037037037037,0.0233160621761658,0.613861386138614,0.55,0.191247974068071,0.0502958579881657,0.0530503978779841,0.0502958579881657,0.218934911242604,0.72189349112426,12,12,21,21,11,16,19,21,28,18,21,16,23,24,24,21,13,17,6,1,0,9,18,18,12,8,11,11,22,23,28,24,24,28,22,25,26,25,30,24,11,1,499,118,116,61,37,18,2,77,39,86,108,119,188
282210210,"é¬éRés","åSâ∆",789,334,566,756,837,33,-81,0.0436507936507936,-0.0967741935483871,0.27700127064803,0.254327563249001,0.209080047789725,0.0226737073990291,0.0452475154592761,0.127064803049555,0.117177097203728,0.595933926302414,0.62849533954727,0.0236842105263158,0.0219512195121951,0.702453987730061,0.725694444444444,0.171107994389902,0.0539083557951483,0.0673316708229426,0.0539083557951483,0.334231805929919,0.590296495956873,17,18,21,17,16,17,20,25,17,27,26,30,35,29,25,12,15,14,5,0,0,12,15,17,19,12,13,21,20,25,28,28,42,31,27,26,14,31,9,9,2,0,591,122,115,56,33,26,7,103,48,88,81,99,296
282210220,"é¬éRés","ìåïlíJ",52,20,31,117,122,-65,-5,-0.555555555555556,-0.040983606557377,0.615384615384615,0.39,0.270491803278689,0.225384615384615,0.119508196721311,0.0576923076923077,0.1,0.326923076923077,0.51,0.0526315789473684,0.0851063829787234,1,0.545454545454545,0.0576923076923077,0.333333333333333,0.209302325581395,0.333333333333333,0.222222222222222,0.444444444444444,0,0,1,1,1,0,0,1,1,1,1,1,3,2,4,2,4,0,2,0,0,1,0,1,2,0,0,0,1,1,0,1,1,1,2,5,2,2,4,3,0,0,49,3,3,0,3,0,0,19,0,3,0,4,26
282210230,"é¬éRés","êºïlíJ",136,48,101,146,146,-10,0,-0.0684931506849315,0,0.323529411764706,0.255172413793103,0.212328767123288,0.0683569979716024,0.0428436466698158,0.132352941176471,0.131034482758621,0.544117647058823,0.613793103448276,0,0.0229885057471264,1,0.98,0.169354838709677,0.08,0.0705882352941176,0.08,0.173333333333333,0.653333333333333,4,3,3,4,2,3,4,2,6,2,3,7,4,9,3,2,2,2,1,0,0,2,1,5,2,1,4,2,3,5,5,7,3,5,9,5,5,2,3,0,1,0,103,21,21,4,14,3,0,20,8,14,10,14,58
282210240,"é¬éRés","ëÂñÏ",96,31,65,109,121,-13,-12,-0.119266055045872,-0.0991735537190083,0.395833333333333,0.387755102040816,0.330578512396694,0.008078231292517,0.0571765896441221,0.09375,0.0714285714285714,0.510416666666667,0.540816326530612,0,0,0.935483870967742,1,0.153846153846154,0.208333333333333,0.206896551724138,0.208333333333333,0.166666666666667,0.541666666666667,1,3,1,2,2,2,1,1,1,5,2,3,4,3,2,3,1,2,0,2,0,2,2,0,2,0,0,1,4,2,3,4,4,6,4,5,3,1,9,2,0,1,77,14,14,9,0,5,0,30,1,13,4,4,39
282210250,"é¬éRés","ñÏêK",113,41,82,124,119,-11,5,-0.0887096774193548,0.0420168067226891,0.415929203539823,0.403508771929825,0.319327731092437,0.0124204316099985,0.0841810408373876,0.150442477876106,0.114035087719298,0.433628318584071,0.482456140350877,0,0.0298507462686567,0.975609756097561,0.952380952380952,0.0849056603773585,0.172413793103448,0.184615384615385,0.172413793103448,0.258620689655172,0.568965517241379,2,3,4,1,1,1,1,6,3,2,2,2,3,4,8,7,0,2,1,0,0,2,4,2,4,1,1,0,5,1,4,4,2,5,8,8,3,4,1,1,0,0,97,9,9,3,5,1,0,32,0,10,8,18,38
282210260,"é¬éRés","óLãè",74,33,59,98,102,-24,-4,-0.244897959183673,-0.0392156862745098,0.256756756756757,0.224489795918367,0.186274509803922,0.0322669608383894,0.0382152861144458,0.108108108108108,0.142857142857143,0.635135135135135,0.63265306122449,0.0222222222222222,0.145454545454545,0.727272727272727,0.789473684210526,0.242857142857143,0.0454545454545455,0.0425531914893617,0.0454545454545455,0.363636363636364,0.5,3,1,1,3,2,0,1,4,4,3,4,2,3,1,3,2,1,0,1,0,0,1,1,1,1,1,1,0,5,4,0,3,4,2,2,5,3,0,1,0,0,0,53,17,17,12,2,3,0,16,10,7,5,6,26
282210270,"é¬éRés","êºâ™âÆ",416,191,307,481,480,-65,1,-0.135135135135135,0.00208333333333333,0.411616161616162,0.335429769392034,0.283333333333333,0.076186392224128,0.0520964360587002,0.0606060606060606,0.10272536687631,0.527777777777778,0.561844863731656,0.0256410256410256,0.0121951219512195,0.652631578947368,0.623115577889447,0.116279069767442,0.0833333333333333,0.0740740740740741,0.0833333333333333,0.210526315789474,0.644736842105263,2,4,5,8,9,6,5,14,12,15,14,13,14,19,14,15,16,7,1,1,0,1,4,8,4,11,9,7,3,12,13,18,9,13,20,20,22,14,8,3,1,2,342,45,45,11,14,20,0,62,21,27,35,56,186
282210280,"é¬éRés","ìåâ™âÆ",1123,430,784,1138,1169,-15,-31,-0.0131810193321617,-0.0265183917878529,0.256317689530686,0.206684256816183,0.184773310521814,0.049633432714503,0.0219109462943694,0.116425992779783,0.156552330694811,0.627256317689531,0.636763412489006,0.0260416666666667,0.0391156462585034,0.850467289719626,0.863309352517986,0.131760078662734,0.0445632798573975,0.0424778761061947,0.0445632798573975,0.258467023172906,0.647058823529412,11,15,36,32,25,16,16,27,32,46,47,56,38,36,20,24,20,17,7,2,1,18,21,28,45,29,23,18,25,36,43,58,50,33,21,33,32,31,22,12,6,0,883,134,132,88,29,15,2,148,18,120,96,248,387
282210290,"é¬éRés","êÅè„",312,154,215,324,354,-12,-30,-0.037037037037037,-0.0847457627118644,0.247491638795987,0.173374613003096,0.132768361581921,0.0741170257928906,0.0406062514211751,0.190635451505017,0.201238390092879,0.561872909698997,0.625386996904025,0.0719424460431655,0.0268456375838926,0.168831168831169,0.132867132867133,0.278260869565217,0.0387596899224806,0.0344827586206897,0.0387596899224806,0.387596899224806,0.527131782945736,5,9,14,7,7,8,12,12,8,9,13,5,5,14,7,4,3,4,1,0,0,14,8,7,2,5,11,6,18,6,11,13,1,9,8,11,12,5,2,3,0,0,166,64,60,38,8,14,4,27,21,50,43,30,61
282210300,"é¬éRés","ïóê[",94,36,75,110,97,-16,13,-0.145454545454545,0.134020618556701,0.425531914893617,0.327272727272727,0.298969072164948,0.0982591876208898,0.0283036551077788,0.0425531914893617,0.0636363636363636,0.531914893617021,0.609090909090909,0.0161290322580645,0.046875,0.722222222222222,0.725,0.141304347826087,0.163934426229508,0.131147540983607,0.163934426229508,0.147540983606557,0.688524590163934,1,1,0,0,3,3,1,3,2,2,4,3,4,4,9,0,2,1,4,0,0,1,1,0,0,4,4,1,1,2,2,4,3,4,6,4,2,1,3,4,0,0,79,13,13,4,5,4,0,19,6,7,9,9,42
282210310,"é¬éRés","ì°â™âú",71,23,47,73,81,-2,-8,-0.0273972602739726,-0.0987654320987654,0.464788732394366,0.424657534246575,0.345679012345679,0.0401311981477909,0.0789785219008963,0.112676056338028,0.10958904109589,0.422535211267606,0.465753424657534,0,0.025,1,1,0.0144927536231884,0.275,0.307692307692308,0.275,0.15,0.5,0,2,3,1,2,1,2,2,1,1,3,0,1,3,6,2,2,2,1,2,0,1,2,0,1,3,0,1,1,3,2,2,1,2,3,4,1,3,2,2,0,0,68,1,1,0,0,1,0,25,1,2,8,8,25
282210320,"é¬éRés","ì°â™å˚",26,13,25,29,37,-3,-8,-0.103448275862069,-0.216216216216216,0.384615384615385,0.379310344827586,0.243243243243243,0.00530503978779845,0.136067101584343,0,0.0344827586206897,0.615384615384615,0.586206896551724,0.0588235294117647,0.0952380952380952,1,0.909090909090909,0,0.5625,0.526315789473684,0.5625,0.0625,0.375,0,0,0,0,2,0,2,0,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1,2,1,2,0,0,2,2,0,0,1,4,0,0,0,0,0,0,23,0,0,0,0,0,0,10,0,0,0,2,11
282210330,"é¬éRés","ç≤ëq",53,18,39,53,52,0,1,0,0.0192307692307692,0.433962264150943,0.377358490566038,0.25,0.0566037735849056,0.127358490566038,0.0943396226415094,0.0943396226415094,0.471698113207547,0.528301886792453,0,0,1,1,0.0869565217391304,0.321428571428571,0.416666666666667,0.321428571428571,0.0714285714285714,0.607142857142857,0,1,0,1,1,0,1,0,3,2,0,2,2,1,5,1,2,0,0,0,0,1,3,0,1,1,2,0,0,2,3,1,3,0,2,5,2,2,1,2,0,0,42,4,4,4,0,0,0,8,4,5,0,8,22
282210340,"é¬éRés","ímë´",33,13,22,43,52,-10,-9,-0.232558139534884,-0.173076923076923,0.515151515151515,0.372093023255814,0.384615384615385,0.143058491895701,-0.0125223613595707,0.0303030303030303,0.0465116279069767,0.454545454545455,0.581395348837209,0,0.03125,1,1,0.0303030303030303,0.176470588235294,0.387096774193548,0.176470588235294,0.235294117647059,0.588235294117647,0,0,0,1,0,0,0,1,0,0,2,2,2,4,1,0,1,1,2,0,0,0,0,1,0,2,0,0,0,0,0,1,2,2,2,0,1,1,3,1,0,0,32,1,1,0,1,0,0,13,0,1,1,2,16
282210350,"é¬éRés","âŒë≈ä‚",80,36,57,101,117,-21,-16,-0.207920792079208,-0.136752136752137,0.512820512820513,0.505050505050505,0.452991452991453,0.00777000777000769,0.0520590520590521,0.0256410256410256,0.0303030303030303,0.461538461538462,0.464646464646465,0.0263157894736842,0.0172413793103448,0.972222222222222,0.978723404255319,0.0512820512820513,0.189189189189189,0.192982456140351,0.189189189189189,0.297297297297297,0.486486486486487,1,0,0,1,0,1,2,0,0,3,2,0,6,6,5,2,3,1,1,0,0,1,0,0,2,0,1,1,1,2,1,1,6,6,2,4,5,3,4,3,1,0,74,4,4,1,3,0,0,20,2,2,8,7,39
282210360,"é¬éRés","âúî®",136,60,100,155,174,-19,-19,-0.12258064516129,-0.109195402298851,0.492647058823529,0.367741935483871,0.327586206896552,0.124905123339658,0.0401557285873193,0.0808823529411765,0.0580645161290323,0.426470588235294,0.574193548387097,0.038961038961039,0.043956043956044,0.966666666666667,0.983333333333333,0.0542635658914729,0.148648648648649,0.183908045977011,0.148648648648649,0.22972972972973,0.486486486486487,3,3,2,2,3,0,0,4,2,2,3,8,7,10,8,3,3,3,1,1,0,1,2,0,1,2,3,1,5,0,2,4,5,4,10,6,8,2,9,1,2,0,122,7,7,0,2,5,0,27,5,3,9,20,65
282210370,"é¬éRés","î®ã{",82,30,57,84,95,-2,-11,-0.0238095238095238,-0.115789473684211,0.402439024390244,0.369047619047619,0.315789473684211,0.0333914053426249,0.0532581453634086,0.158536585365854,0.119047619047619,0.439024390243902,0.511904761904762,0.0476190476190476,0.0465116279069767,0.933333333333333,0.896551724137931,0.135802469135802,0.25,0.195121951219512,0.25,0.2,0.55,1,1,4,1,0,2,4,0,4,3,3,0,1,6,3,5,0,1,1,0,0,2,1,4,2,0,0,5,2,2,1,2,1,3,5,3,2,3,0,2,2,0,70,11,11,0,10,1,0,22,4,8,7,10,30
